Run Number,Trace Number,Object.Slot,Timestep,Slot Value,Slot Name with Unit,Year,Month
9,9,Powell.Pool Elevation,02-28-2046 23:59:00,3524.96,Pool Elevation (ft),2046,February
9,9,Powell.Pool Elevation,03-31-2046 23:59:00,3520.37,Pool Elevation (ft),2046,March
9,9,Powell.Pool Elevation,04-30-2046 23:59:00,3519.56,Pool Elevation (ft),2046,April
9,9,Powell.Pool Elevation,05-31-2046 23:59:00,3547.90,Pool Elevation (ft),2046,May
9,9,Powell.Pool Elevation,06-30-2046 23:59:00,3580.58,Pool Elevation (ft),2046,June
9,9,Powell.Pool Elevation,07-31-2046 23:59:00,3586.01,Pool Elevation (ft),2046,July
9,9,Powell.Pool Elevation,08-31-2046 23:59:00,3583.10,Pool Elevation (ft),2046,August
9,9,Powell.Pool Elevation,09-30-2046 23:59:00,3580.50,Pool Elevation (ft),2046,September
9,9,Powell.Pool Elevation,10-31-2046 23:59:00,3577.94,Pool Elevation (ft),2046,October
9,9,Powell.Pool Elevation,11-30-2046 23:59:00,3575.02,Pool Elevation (ft),2046,November
9,9,Powell.Pool Elevation,12-31-2046 23:59:00,3570.90,Pool Elevation (ft),2046,December
9,9,Powell.Pool Elevation,01-31-2047 23:59:00,3565.92,Pool Elevation (ft),2047,January
9,9,Powell.Pool Elevation,02-28-2047 23:59:00,3561.01,Pool Elevation (ft),2047,February
9,9,Powell.Pool Elevation,03-31-2047 23:59:00,3555.91,Pool Elevation (ft),2047,March
9,9,Powell.Pool Elevation,04-30-2047 23:59:00,3553.67,Pool Elevation (ft),2047,April
9,9,Powell.Pool Elevation,05-31-2047 23:59:00,3574.35,Pool Elevation (ft),2047,May
9,9,Powell.Pool Elevation,06-30-2047 23:59:00,3588.66,Pool Elevation (ft),2047,June
9,9,Powell.Pool Elevation,07-31-2047 23:59:00,3590.30,Pool Elevation (ft),2047,July
9,9,Powell.Pool Elevation,08-31-2047 23:59:00,3585.74,Pool Elevation (ft),2047,August
9,9,Powell.Pool Elevation,09-30-2047 23:59:00,3583.21,Pool Elevation (ft),2047,September
9,9,Powell.Pool Elevation,10-31-2047 23:59:00,3580.15,Pool Elevation (ft),2047,October
9,9,Powell.Pool Elevation,11-30-2047 23:59:00,3577.16,Pool Elevation (ft),2047,November
9,9,Powell.Pool Elevation,12-31-2047 23:59:00,3572.25,Pool Elevation (ft),2047,December
9,9,Powell.Pool Elevation,01-31-2048 23:59:00,3566.16,Pool Elevation (ft),2048,January
9,9,Powell.Pool Elevation,02-29-2048 23:59:00,3560.81,Pool Elevation (ft),2048,February
9,9,Powell.Pool Elevation,03-31-2048 23:59:00,3555.64,Pool Elevation (ft),2048,March
9,9,Powell.Pool Elevation,04-30-2048 23:59:00,3551.63,Pool Elevation (ft),2048,April
9,9,Powell.Pool Elevation,05-31-2048 23:59:00,3554.50,Pool Elevation (ft),2048,May
9,9,Powell.Pool Elevation,06-30-2048 23:59:00,3558.46,Pool Elevation (ft),2048,June
9,9,Powell.Pool Elevation,07-31-2048 23:59:00,3553.33,Pool Elevation (ft),2048,July
9,9,Powell.Pool Elevation,08-31-2048 23:59:00,3547.42,Pool Elevation (ft),2048,August
9,9,Powell.Pool Elevation,09-30-2048 23:59:00,3549.28,Pool Elevation (ft),2048,September
9,9,Powell.Pool Elevation,10-31-2048 23:59:00,3546.00,Pool Elevation (ft),2048,October
9,9,Powell.Pool Elevation,11-30-2048 23:59:00,3542.94,Pool Elevation (ft),2048,November
9,9,Powell.Pool Elevation,12-31-2048 23:59:00,3536.60,Pool Elevation (ft),2048,December
9,9,Powell.Pool Elevation,01-31-2049 23:59:00,3529.36,Pool Elevation (ft),2049,January
9,9,Powell.Pool Elevation,02-28-2049 23:59:00,3522.53,Pool Elevation (ft),2049,February
9,9,Powell.Pool Elevation,03-31-2049 23:59:00,3517.42,Pool Elevation (ft),2049,March
9,9,Powell.Pool Elevation,04-30-2049 23:59:00,3514.62,Pool Elevation (ft),2049,April
9,9,Powell.Pool Elevation,05-31-2049 23:59:00,3532.02,Pool Elevation (ft),2049,May
9,9,Powell.Pool Elevation,06-30-2049 23:59:00,3539.55,Pool Elevation (ft),2049,June
9,9,Powell.Pool Elevation,07-31-2049 23:59:00,3534.63,Pool Elevation (ft),2049,July
9,9,Powell.Pool Elevation,08-31-2049 23:59:00,3527.92,Pool Elevation (ft),2049,August
9,9,Powell.Pool Elevation,09-30-2049 23:59:00,3522.96,Pool Elevation (ft),2049,September
9,9,Powell.Pool Elevation,10-31-2049 23:59:00,3516.18,Pool Elevation (ft),2049,October
9,9,Powell.Pool Elevation,11-30-2049 23:59:00,3510.27,Pool Elevation (ft),2049,November
9,9,Powell.Pool Elevation,12-31-2049 23:59:00,3502.37,Pool Elevation (ft),2049,December
9,9,Powell.Pool Elevation,01-31-2050 23:59:00,3502.59,Pool Elevation (ft),2050,January
9,9,Powell.Pool Elevation,02-28-2050 23:59:00,3502.03,Pool Elevation (ft),2050,February
9,9,Powell.Pool Elevation,03-31-2050 23:59:00,3502.99,Pool Elevation (ft),2050,March
9,9,Powell.Pool Elevation,04-30-2050 23:59:00,3510.30,Pool Elevation (ft),2050,April
9,9,Powell.Pool Elevation,05-31-2050 23:59:00,3533.15,Pool Elevation (ft),2050,May
9,9,Powell.Pool Elevation,06-30-2050 23:59:00,3547.35,Pool Elevation (ft),2050,June
9,9,Powell.Pool Elevation,07-31-2050 23:59:00,3549.61,Pool Elevation (ft),2050,July
9,9,Powell.Pool Elevation,08-31-2050 23:59:00,3549.77,Pool Elevation (ft),2050,August
9,9,Powell.Pool Elevation,09-30-2050 23:59:00,3550.37,Pool Elevation (ft),2050,September
9,9,Powell.Pool Elevation,10-31-2050 23:59:00,3557.92,Pool Elevation (ft),2050,October
9,9,Powell.Pool Elevation,11-30-2050 23:59:00,3555.56,Pool Elevation (ft),2050,November
9,9,Powell.Pool Elevation,12-31-2050 23:59:00,3550.93,Pool Elevation (ft),2050,December
9,9,Powell.Pool Elevation,01-31-2051 23:59:00,3543.71,Pool Elevation (ft),2051,January
9,9,Powell.Pool Elevation,02-28-2051 23:59:00,3536.66,Pool Elevation (ft),2051,February
9,9,Powell.Pool Elevation,03-31-2051 23:59:00,3530.10,Pool Elevation (ft),2051,March
9,9,Powell.Pool Elevation,04-30-2051 23:59:00,3525.77,Pool Elevation (ft),2051,April
9,9,Powell.Pool Elevation,05-31-2051 23:59:00,3524.03,Pool Elevation (ft),2051,May
9,9,Powell.Pool Elevation,06-30-2051 23:59:00,3519.91,Pool Elevation (ft),2051,June
9,9,Powell.Pool Elevation,07-31-2051 23:59:00,3510.32,Pool Elevation (ft),2051,July
9,9,Powell.Pool Elevation,08-31-2051 23:59:00,3499.27,Pool Elevation (ft),2051,August
9,9,Powell.Pool Elevation,09-30-2051 23:59:00,3495.47,Pool Elevation (ft),2051,September
9,9,Powell.Pool Elevation,10-31-2051 23:59:00,3488.25,Pool Elevation (ft),2051,October
9,9,Powell.Pool Elevation,11-30-2051 23:59:00,3482.26,Pool Elevation (ft),2051,November
9,9,Powell.Pool Elevation,12-31-2051 23:59:00,3472.56,Pool Elevation (ft),2051,December
9,9,Powell.Pool Elevation,01-31-2052 23:59:00,3469.47,Pool Elevation (ft),2052,January
9,9,Powell.Pool Elevation,02-29-2052 23:59:00,3467.74,Pool Elevation (ft),2052,February
9,9,Powell.Pool Elevation,03-31-2052 23:59:00,3464.95,Pool Elevation (ft),2052,March
9,9,Powell.Pool Elevation,04-30-2052 23:59:00,3464.30,Pool Elevation (ft),2052,April
9,9,Powell.Pool Elevation,05-31-2052 23:59:00,3476.48,Pool Elevation (ft),2052,May
9,9,Powell.Pool Elevation,06-30-2052 23:59:00,3490.38,Pool Elevation (ft),2052,June
9,9,Powell.Pool Elevation,07-31-2052 23:59:00,3490.50,Pool Elevation (ft),2052,July
9,9,Powell.Pool Elevation,08-31-2052 23:59:00,3490.74,Pool Elevation (ft),2052,August
9,9,Powell.Pool Elevation,09-30-2052 23:59:00,3499.70,Pool Elevation (ft),2052,September
9,9,Powell.Pool Elevation,10-31-2052 23:59:00,3495.27,Pool Elevation (ft),2052,October
9,9,Powell.Pool Elevation,11-30-2052 23:59:00,3491.30,Pool Elevation (ft),2052,November
9,9,Powell.Pool Elevation,12-31-2052 23:59:00,3482.65,Pool Elevation (ft),2052,December
9,9,Powell.Pool Elevation,01-31-2053 23:59:00,3481.17,Pool Elevation (ft),2053,January
9,9,Powell.Pool Elevation,02-28-2053 23:59:00,3481.45,Pool Elevation (ft),2053,February
9,9,Powell.Pool Elevation,03-31-2053 23:59:00,3480.79,Pool Elevation (ft),2053,March
9,9,Powell.Pool Elevation,04-30-2053 23:59:00,3484.37,Pool Elevation (ft),2053,April
9,9,Powell.Pool Elevation,05-31-2053 23:59:00,3508.30,Pool Elevation (ft),2053,May
9,9,Powell.Pool Elevation,06-30-2053 23:59:00,3535.79,Pool Elevation (ft),2053,June
9,9,Powell.Pool Elevation,07-31-2053 23:59:00,3540.70,Pool Elevation (ft),2053,July
9,9,Powell.Pool Elevation,08-31-2053 23:59:00,3542.11,Pool Elevation (ft),2053,August
9,9,Powell.Pool Elevation,09-30-2053 23:59:00,3544.69,Pool Elevation (ft),2053,September
9,9,Powell.Pool Elevation,10-31-2053 23:59:00,3543.69,Pool Elevation (ft),2053,October
9,9,Powell.Pool Elevation,11-30-2053 23:59:00,3539.66,Pool Elevation (ft),2053,November
9,9,Powell.Pool Elevation,12-31-2053 23:59:00,3534.59,Pool Elevation (ft),2053,December
9,9,Powell.Pool Elevation,01-31-2054 23:59:00,3528.06,Pool Elevation (ft),2054,January
9,9,Powell.Pool Elevation,02-28-2054 23:59:00,3521.49,Pool Elevation (ft),2054,February
9,9,Powell.Pool Elevation,03-31-2054 23:59:00,3515.93,Pool Elevation (ft),2054,March
9,9,Powell.Pool Elevation,04-30-2054 23:59:00,3513.44,Pool Elevation (ft),2054,April
9,9,Powell.Pool Elevation,05-31-2054 23:59:00,3519.45,Pool Elevation (ft),2054,May
9,9,Powell.Pool Elevation,06-30-2054 23:59:00,3544.35,Pool Elevation (ft),2054,June
9,9,Powell.Pool Elevation,07-31-2054 23:59:00,3541.80,Pool Elevation (ft),2054,July
9,9,Powell.Pool Elevation,08-31-2054 23:59:00,3539.59,Pool Elevation (ft),2054,August
9,9,Powell.Pool Elevation,09-30-2054 23:59:00,3536.58,Pool Elevation (ft),2054,September
9,9,Powell.Pool Elevation,10-31-2054 23:59:00,3534.94,Pool Elevation (ft),2054,October
9,9,Powell.Pool Elevation,11-30-2054 23:59:00,3530.82,Pool Elevation (ft),2054,November
9,9,Powell.Pool Elevation,12-31-2054 23:59:00,3526.68,Pool Elevation (ft),2054,December
9,9,Powell.Pool Elevation,01-31-2055 23:59:00,3519.06,Pool Elevation (ft),2055,January
9,9,Powell.Pool Elevation,02-28-2055 23:59:00,3512.71,Pool Elevation (ft),2055,February
9,9,Powell.Pool Elevation,03-31-2055 23:59:00,3508.29,Pool Elevation (ft),2055,March
9,9,Powell.Pool Elevation,04-30-2055 23:59:00,3509.79,Pool Elevation (ft),2055,April
9,9,Powell.Pool Elevation,05-31-2055 23:59:00,3536.65,Pool Elevation (ft),2055,May
9,9,Powell.Pool Elevation,06-30-2055 23:59:00,3576.43,Pool Elevation (ft),2055,June
9,9,Powell.Pool Elevation,07-31-2055 23:59:00,3591.00,Pool Elevation (ft),2055,July
9,9,Powell.Pool Elevation,08-31-2055 23:59:00,3589.47,Pool Elevation (ft),2055,August
9,9,Powell.Pool Elevation,09-30-2055 23:59:00,3587.20,Pool Elevation (ft),2055,September
9,9,Powell.Pool Elevation,10-31-2055 23:59:00,3584.59,Pool Elevation (ft),2055,October
9,9,Powell.Pool Elevation,11-30-2055 23:59:00,3582.27,Pool Elevation (ft),2055,November
9,9,Powell.Pool Elevation,12-31-2055 23:59:00,3579.12,Pool Elevation (ft),2055,December
9,9,Powell.Pool Elevation,01-31-2056 23:59:00,3575.06,Pool Elevation (ft),2056,January
9,9,Powell.Pool Elevation,02-29-2056 23:59:00,3570.47,Pool Elevation (ft),2056,February
9,9,Powell.Pool Elevation,03-31-2056 23:59:00,3565.99,Pool Elevation (ft),2056,March
9,9,Powell.Pool Elevation,04-30-2056 23:59:00,3566.80,Pool Elevation (ft),2056,April
9,9,Powell.Pool Elevation,05-31-2056 23:59:00,3581.07,Pool Elevation (ft),2056,May
9,9,Powell.Pool Elevation,06-30-2056 23:59:00,3588.74,Pool Elevation (ft),2056,June
9,9,Powell.Pool Elevation,07-31-2056 23:59:00,3586.27,Pool Elevation (ft),2056,July
9,9,Powell.Pool Elevation,08-31-2056 23:59:00,3582.13,Pool Elevation (ft),2056,August
9,9,Powell.Pool Elevation,09-30-2056 23:59:00,3580.03,Pool Elevation (ft),2056,September
9,9,Powell.Pool Elevation,10-31-2056 23:59:00,3586.85,Pool Elevation (ft),2056,October
9,9,Powell.Pool Elevation,11-30-2056 23:59:00,3585.37,Pool Elevation (ft),2056,November
9,9,Powell.Pool Elevation,12-31-2056 23:59:00,3582.16,Pool Elevation (ft),2056,December
9,9,Powell.Pool Elevation,01-31-2057 23:59:00,3576.99,Pool Elevation (ft),2057,January
9,9,Powell.Pool Elevation,02-28-2057 23:59:00,3571.96,Pool Elevation (ft),2057,February
9,9,Powell.Pool Elevation,03-31-2057 23:59:00,3567.36,Pool Elevation (ft),2057,March
9,9,Powell.Pool Elevation,04-30-2057 23:59:00,3563.94,Pool Elevation (ft),2057,April
9,9,Powell.Pool Elevation,05-31-2057 23:59:00,3569.00,Pool Elevation (ft),2057,May
9,9,Powell.Pool Elevation,06-30-2057 23:59:00,3576.24,Pool Elevation (ft),2057,June
9,9,Powell.Pool Elevation,07-31-2057 23:59:00,3572.01,Pool Elevation (ft),2057,July
9,9,Powell.Pool Elevation,08-31-2057 23:59:00,3565.41,Pool Elevation (ft),2057,August
9,9,Powell.Pool Elevation,09-30-2057 23:59:00,3561.10,Pool Elevation (ft),2057,September
9,9,Powell.Pool Elevation,10-31-2057 23:59:00,3556.04,Pool Elevation (ft),2057,October
9,9,Powell.Pool Elevation,11-30-2057 23:59:00,3551.40,Pool Elevation (ft),2057,November
9,9,Powell.Pool Elevation,12-31-2057 23:59:00,3545.13,Pool Elevation (ft),2057,December
9,9,Powell.Pool Elevation,01-31-2058 23:59:00,3539.35,Pool Elevation (ft),2058,January
9,9,Powell.Pool Elevation,02-28-2058 23:59:00,3533.36,Pool Elevation (ft),2058,February
9,9,Powell.Pool Elevation,03-31-2058 23:59:00,3527.08,Pool Elevation (ft),2058,March
9,9,Powell.Pool Elevation,04-30-2058 23:59:00,3525.23,Pool Elevation (ft),2058,April
9,9,Powell.Pool Elevation,05-31-2058 23:59:00,3535.65,Pool Elevation (ft),2058,May
9,9,Powell.Pool Elevation,06-30-2058 23:59:00,3543.82,Pool Elevation (ft),2058,June
9,9,Powell.Pool Elevation,07-31-2058 23:59:00,3538.35,Pool Elevation (ft),2058,July
9,9,Powell.Pool Elevation,08-31-2058 23:59:00,3529.99,Pool Elevation (ft),2058,August
9,9,Powell.Pool Elevation,09-30-2058 23:59:00,3526.17,Pool Elevation (ft),2058,September
9,9,Powell.Pool Elevation,10-31-2058 23:59:00,3522.13,Pool Elevation (ft),2058,October
9,9,Powell.Pool Elevation,11-30-2058 23:59:00,3517.76,Pool Elevation (ft),2058,November
9,9,Powell.Pool Elevation,12-31-2058 23:59:00,3511.70,Pool Elevation (ft),2058,December
9,9,Powell.Pool Elevation,01-31-2059 23:59:00,3511.85,Pool Elevation (ft),2059,January
9,9,Powell.Pool Elevation,02-28-2059 23:59:00,3511.36,Pool Elevation (ft),2059,February
9,9,Powell.Pool Elevation,03-31-2059 23:59:00,3512.18,Pool Elevation (ft),2059,March
9,9,Powell.Pool Elevation,04-30-2059 23:59:00,3518.92,Pool Elevation (ft),2059,April
9,9,Powell.Pool Elevation,05-31-2059 23:59:00,3541.15,Pool Elevation (ft),2059,May
9,9,Powell.Pool Elevation,06-30-2059 23:59:00,3555.36,Pool Elevation (ft),2059,June
9,9,Powell.Pool Elevation,07-31-2059 23:59:00,3557.58,Pool Elevation (ft),2059,July
9,9,Powell.Pool Elevation,08-31-2059 23:59:00,3554.39,Pool Elevation (ft),2059,August
9,9,Powell.Pool Elevation,09-30-2059 23:59:00,3552.66,Pool Elevation (ft),2059,September
9,9,Powell.Pool Elevation,10-31-2059 23:59:00,3560.98,Pool Elevation (ft),2059,October
9,9,Powell.Pool Elevation,11-30-2059 23:59:00,3559.20,Pool Elevation (ft),2059,November
9,9,Powell.Pool Elevation,12-31-2059 23:59:00,3555.37,Pool Elevation (ft),2059,December
9,9,Powell.Pool Elevation,01-31-2060 23:59:00,3549.59,Pool Elevation (ft),2060,January
9,9,Powell.Pool Elevation,02-29-2060 23:59:00,3545.06,Pool Elevation (ft),2060,February
9,9,Powell.Pool Elevation,03-31-2060 23:59:00,3539.68,Pool Elevation (ft),2060,March
9,9,Powell.Pool Elevation,04-30-2060 23:59:00,3538.25,Pool Elevation (ft),2060,April
9,9,Powell.Pool Elevation,05-31-2060 23:59:00,3554.85,Pool Elevation (ft),2060,May
9,9,Powell.Pool Elevation,06-30-2060 23:59:00,3571.30,Pool Elevation (ft),2060,June
9,9,Powell.Pool Elevation,07-31-2060 23:59:00,3569.95,Pool Elevation (ft),2060,July
9,9,Powell.Pool Elevation,08-31-2060 23:59:00,3565.70,Pool Elevation (ft),2060,August
9,9,Powell.Pool Elevation,09-30-2060 23:59:00,3564.11,Pool Elevation (ft),2060,September
9,9,Powell.Pool Elevation,10-31-2060 23:59:00,3563.51,Pool Elevation (ft),2060,October
9,9,Powell.Pool Elevation,11-30-2060 23:59:00,3560.19,Pool Elevation (ft),2060,November
9,9,Powell.Pool Elevation,12-31-2060 23:59:00,3555.97,Pool Elevation (ft),2060,December
9,9,Powell.Storage,01-31-2024 23:59:00,8666825,Storage (acre-ft),2024,January
9,9,Powell.Storage,02-29-2024 23:59:00,8508585,Storage (acre-ft),2024,February
9,9,Powell.Storage,03-31-2024 23:59:00,8355830,Storage (acre-ft),2024,March
9,9,Powell.Storage,04-30-2024 23:59:00,8843296,Storage (acre-ft),2024,April
9,9,Powell.Storage,05-31-2024 23:59:00,11276915,Storage (acre-ft),2024,May
9,9,Powell.Storage,06-30-2024 23:59:00,13695395,Storage (acre-ft),2024,June
9,9,Powell.Storage,07-31-2024 23:59:00,14119174,Storage (acre-ft),2024,July
9,9,Powell.Storage,08-31-2024 23:59:00,13880984,Storage (acre-ft),2024,August
9,9,Powell.Storage,09-30-2024 23:59:00,13888335,Storage (acre-ft),2024,September
9,9,Powell.Storage,10-31-2024 23:59:00,13892100,Storage (acre-ft),2024,October
9,9,Powell.Storage,11-30-2024 23:59:00,13734871,Storage (acre-ft),2024,November
9,9,Powell.Storage,12-31-2024 23:59:00,13456632,Storage (acre-ft),2024,December
9,9,Powell.Storage,01-31-2025 23:59:00,13011376,Storage (acre-ft),2025,January
9,9,Powell.Storage,02-28-2025 23:59:00,12676657,Storage (acre-ft),2025,February
9,9,Powell.Storage,03-31-2025 23:59:00,12310475,Storage (acre-ft),2025,March
9,9,Powell.Storage,04-30-2025 23:59:00,12052818,Storage (acre-ft),2025,April
9,9,Powell.Storage,05-31-2025 23:59:00,12740369,Storage (acre-ft),2025,May
9,9,Powell.Storage,06-30-2025 23:59:00,13348736,Storage (acre-ft),2025,June
9,9,Powell.Storage,07-31-2025 23:59:00,13087773,Storage (acre-ft),2025,July
9,9,Powell.Storage,08-31-2025 23:59:00,12845124,Storage (acre-ft),2025,August
9,9,Powell.Storage,09-30-2025 23:59:00,13037290,Storage (acre-ft),2025,September
9,9,Powell.Storage,10-31-2025 23:59:00,12917932,Storage (acre-ft),2025,October
9,9,Powell.Storage,11-30-2025 23:59:00,12775240,Storage (acre-ft),2025,November
9,9,Powell.Storage,12-31-2025 23:59:00,12421706,Storage (acre-ft),2025,December
9,9,Powell.Storage,01-31-2026 23:59:00,12050246,Storage (acre-ft),2026,January
9,9,Powell.Storage,02-28-2026 23:59:00,11797880,Storage (acre-ft),2026,February
9,9,Powell.Storage,03-31-2026 23:59:00,11709067,Storage (acre-ft),2026,March
9,9,Powell.Storage,04-30-2026 23:59:00,11730727,Storage (acre-ft),2026,April
9,9,Powell.Storage,05-31-2026 23:59:00,12806271,Storage (acre-ft),2026,May
9,9,Powell.Storage,06-30-2026 23:59:00,13416126,Storage (acre-ft),2026,June
9,9,Powell.Storage,07-31-2026 23:59:00,13188211,Storage (acre-ft),2026,July
9,9,Powell.Storage,08-31-2026 23:59:00,12943662,Storage (acre-ft),2026,August
9,9,Powell.Storage,09-30-2026 23:59:00,12758949,Storage (acre-ft),2026,September
9,9,Powell.Storage,10-31-2026 23:59:00,12630631,Storage (acre-ft),2026,October
9,9,Powell.Storage,11-30-2026 23:59:00,12405705,Storage (acre-ft),2026,November
9,9,Powell.Storage,12-31-2026 23:59:00,12122863,Storage (acre-ft),2026,December
9,9,Powell.Storage,01-31-2027 23:59:00,11757582,Storage (acre-ft),2027,January
9,9,Powell.Storage,02-28-2027 23:59:00,11420435,Storage (acre-ft),2027,February
9,9,Powell.Storage,03-31-2027 23:59:00,11126042,Storage (acre-ft),2027,March
9,9,Powell.Storage,04-30-2027 23:59:00,11098094,Storage (acre-ft),2027,April
9,9,Powell.Storage,05-31-2027 23:59:00,11939700,Storage (acre-ft),2027,May
9,9,Powell.Storage,06-30-2027 23:59:00,13789275,Storage (acre-ft),2027,June
9,9,Powell.Storage,07-31-2027 23:59:00,13713545,Storage (acre-ft),2027,July
9,9,Powell.Storage,08-31-2027 23:59:00,13592850,Storage (acre-ft),2027,August
9,9,Powell.Storage,09-30-2027 23:59:00,13396278,Storage (acre-ft),2027,September
9,9,Powell.Storage,10-31-2027 23:59:00,13286442,Storage (acre-ft),2027,October
9,9,Powell.Storage,11-30-2027 23:59:00,13038750,Storage (acre-ft),2027,November
9,9,Powell.Storage,12-31-2027 23:59:00,12808268,Storage (acre-ft),2027,December
9,9,Powell.Storage,01-31-2028 23:59:00,12367900,Storage (acre-ft),2028,January
9,9,Powell.Storage,02-29-2028 23:59:00,11984080,Storage (acre-ft),2028,February
9,9,Powell.Storage,03-31-2028 23:59:00,11658303,Storage (acre-ft),2028,March
9,9,Powell.Storage,04-30-2028 23:59:00,11417977,Storage (acre-ft),2028,April
9,9,Powell.Storage,05-31-2028 23:59:00,11948958,Storage (acre-ft),2028,May
9,9,Powell.Storage,06-30-2028 23:59:00,13127598,Storage (acre-ft),2028,June
9,9,Powell.Storage,07-31-2028 23:59:00,13015717,Storage (acre-ft),2028,July
9,9,Powell.Storage,08-31-2028 23:59:00,12651273,Storage (acre-ft),2028,August
9,9,Powell.Storage,09-30-2028 23:59:00,12595822,Storage (acre-ft),2028,September
9,9,Powell.Storage,10-31-2028 23:59:00,12337414,Storage (acre-ft),2028,October
9,9,Powell.Storage,11-30-2028 23:59:00,12080977,Storage (acre-ft),2028,November
9,9,Powell.Storage,12-31-2028 23:59:00,11746940,Storage (acre-ft),2028,December
9,9,Powell.Storage,01-31-2029 23:59:00,11332009,Storage (acre-ft),2029,January
9,9,Powell.Storage,02-28-2029 23:59:00,10980744,Storage (acre-ft),2029,February
9,9,Powell.Storage,03-31-2029 23:59:00,10698585,Storage (acre-ft),2029,March
9,9,Powell.Storage,04-30-2029 23:59:00,10624906,Storage (acre-ft),2029,April
9,9,Powell.Storage,05-31-2029 23:59:00,11074192,Storage (acre-ft),2029,May
9,9,Powell.Storage,06-30-2029 23:59:00,11272195,Storage (acre-ft),2029,June
9,9,Powell.Storage,07-31-2029 23:59:00,10985115,Storage (acre-ft),2029,July
9,9,Powell.Storage,08-31-2029 23:59:00,10599475,Storage (acre-ft),2029,August
9,9,Powell.Storage,09-30-2029 23:59:00,10400545,Storage (acre-ft),2029,September
9,9,Powell.Storage,10-31-2029 23:59:00,10268175,Storage (acre-ft),2029,October
9,9,Powell.Storage,11-30-2029 23:59:00,10144171,Storage (acre-ft),2029,November
9,9,Powell.Storage,12-31-2029 23:59:00,9880028,Storage (acre-ft),2029,December
9,9,Powell.Storage,01-31-2030 23:59:00,9539007,Storage (acre-ft),2030,January
9,9,Powell.Storage,02-28-2030 23:59:00,9247909,Storage (acre-ft),2030,February
9,9,Powell.Storage,03-31-2030 23:59:00,8950968,Storage (acre-ft),2030,March
9,9,Powell.Storage,04-30-2030 23:59:00,8902511,Storage (acre-ft),2030,April
9,9,Powell.Storage,05-31-2030 23:59:00,9759595,Storage (acre-ft),2030,May
9,9,Powell.Storage,06-30-2030 23:59:00,10395169,Storage (acre-ft),2030,June
9,9,Powell.Storage,07-31-2030 23:59:00,10114393,Storage (acre-ft),2030,July
9,9,Powell.Storage,08-31-2030 23:59:00,9691284,Storage (acre-ft),2030,August
9,9,Powell.Storage,09-30-2030 23:59:00,9502091,Storage (acre-ft),2030,September
9,9,Powell.Storage,10-31-2030 23:59:00,9310513,Storage (acre-ft),2030,October
9,9,Powell.Storage,11-30-2030 23:59:00,9057815,Storage (acre-ft),2030,November
9,9,Powell.Storage,12-31-2030 23:59:00,8753025,Storage (acre-ft),2030,December
9,9,Powell.Storage,01-31-2031 23:59:00,8315010,Storage (acre-ft),2031,January
9,9,Powell.Storage,02-28-2031 23:59:00,7938289,Storage (acre-ft),2031,February
9,9,Powell.Storage,03-31-2031 23:59:00,7556600,Storage (acre-ft),2031,March
9,9,Powell.Storage,04-30-2031 23:59:00,7285482,Storage (acre-ft),2031,April
9,9,Powell.Storage,05-31-2031 23:59:00,7641716,Storage (acre-ft),2031,May
9,9,Powell.Storage,06-30-2031 23:59:00,7830257,Storage (acre-ft),2031,June
9,9,Powell.Storage,07-31-2031 23:59:00,7492134,Storage (acre-ft),2031,July
9,9,Powell.Storage,08-31-2031 23:59:00,7038223,Storage (acre-ft),2031,August
9,9,Powell.Storage,09-30-2031 23:59:00,6781785,Storage (acre-ft),2031,September
9,9,Powell.Storage,10-31-2031 23:59:00,6602220,Storage (acre-ft),2031,October
9,9,Powell.Storage,11-30-2031 23:59:00,6306457,Storage (acre-ft),2031,November
9,9,Powell.Storage,12-31-2031 23:59:00,5930144,Storage (acre-ft),2031,December
9,9,Powell.Storage,01-31-2032 23:59:00,5544243,Storage (acre-ft),2032,January
9,9,Powell.Storage,02-29-2032 23:59:00,5266639,Storage (acre-ft),2032,February
9,9,Powell.Storage,03-31-2032 23:59:00,5060044,Storage (acre-ft),2032,March
9,9,Powell.Storage,04-30-2032 23:59:00,4998108,Storage (acre-ft),2032,April
9,9,Powell.Storage,05-31-2032 23:59:00,5974850,Storage (acre-ft),2032,May
9,9,Powell.Storage,06-30-2032 23:59:00,6435436,Storage (acre-ft),2032,June
9,9,Powell.Storage,07-31-2032 23:59:00,6204725,Storage (acre-ft),2032,July
9,9,Powell.Storage,08-31-2032 23:59:00,5835851,Storage (acre-ft),2032,August
9,9,Powell.Storage,09-30-2032 23:59:00,5609415,Storage (acre-ft),2032,September
9,9,Powell.Storage,10-31-2032 23:59:00,5254219,Storage (acre-ft),2032,October
9,9,Powell.Storage,11-30-2032 23:59:00,4974931,Storage (acre-ft),2032,November
9,9,Powell.Storage,12-31-2032 23:59:00,4607725,Storage (acre-ft),2032,December
9,9,Powell.Storage,01-31-2033 23:59:00,4672505,Storage (acre-ft),2033,January
9,9,Powell.Storage,02-28-2033 23:59:00,4692399,Storage (acre-ft),2033,February
9,9,Powell.Storage,03-31-2033 23:59:00,4753956,Storage (acre-ft),2033,March
9,9,Powell.Storage,04-30-2033 23:59:00,5174129,Storage (acre-ft),2033,April
9,9,Powell.Storage,05-31-2033 23:59:00,6535136,Storage (acre-ft),2033,May
