Run Number,Trace Number,Object.Slot,Timestep,Slot Value,Object Name,Slot Name with Unit,Year,Month
5,5,Powell.Storage,3/31/2038 23:59,6515639,Powell,Storage (acre-ft),2038,March
5,5,Powell.Storage,4/30/2038 23:59,6323934,Powell,Storage (acre-ft),2038,April
5,5,Powell.Storage,5/31/2038 23:59,6238735,Powell,Storage (acre-ft),2038,May
5,5,Powell.Storage,6/30/2038 23:59,6111863,Powell,Storage (acre-ft),2038,June
5,5,Powell.Storage,7/31/2038 23:59,5694936,Powell,Storage (acre-ft),2038,July
5,5,Powell.Storage,8/31/2038 23:59,5227248,Powell,Storage (acre-ft),2038,August
5,5,Powell.Storage,9/30/2038 23:59,5119889,Powell,Storage (acre-ft),2038,September
5,5,Powell.Storage,10/31/2038 23:59,4780797,Powell,Storage (acre-ft),2038,October
5,5,Powell.Storage,11/30/2038 23:59,4501711,Powell,Storage (acre-ft),2038,November
5,5,Powell.Storage,12/31/2038 23:59,4084728,Powell,Storage (acre-ft),2038,December
5,5,Powell.Storage,1/31/2039 23:59,3772390,Powell,Storage (acre-ft),2039,January
5,5,Powell.Storage,2/28/2039 23:59,3519427,Powell,Storage (acre-ft),2039,February
5,5,Powell.Storage,3/31/2039 23:59,3355297,Powell,Storage (acre-ft),2039,March
5,5,Powell.Storage,4/30/2039 23:59,3304732,Powell,Storage (acre-ft),2039,April
5,5,Powell.Storage,5/31/2039 23:59,4143483,Powell,Storage (acre-ft),2039,May
5,5,Powell.Storage,6/30/2039 23:59,4670941,Powell,Storage (acre-ft),2039,June
5,5,Powell.Storage,7/31/2039 23:59,4510079,Powell,Storage (acre-ft),2039,July
5,5,Powell.Storage,8/31/2039 23:59,4249027,Powell,Storage (acre-ft),2039,August
5,5,Powell.Storage,9/30/2039 23:59,4052240,Powell,Storage (acre-ft),2039,September
5,5,Powell.Storage,10/31/2039 23:59,3671712,Powell,Storage (acre-ft),2039,October
5,5,Powell.Storage,11/30/2039 23:59,3347264,Powell,Storage (acre-ft),2039,November
5,5,Powell.Storage,12/31/2039 23:59,2928450,Powell,Storage (acre-ft),2039,December
5,5,Powell.Storage,1/31/2040 23:59,2629076,Powell,Storage (acre-ft),2040,January
5,5,Powell.Storage,2/29/2040 23:59,2353565,Powell,Storage (acre-ft),2040,February
5,5,Powell.Storage,3/31/2040 23:59,2186136,Powell,Storage (acre-ft),2040,March
5,5,Powell.Storage,4/30/2040 23:59,2145889,Powell,Storage (acre-ft),2040,April
5,5,Powell.Storage,5/31/2040 23:59,2934918,Powell,Storage (acre-ft),2040,May
5,5,Powell.Storage,6/30/2040 23:59,3478390,Powell,Storage (acre-ft),2040,June
5,5,Powell.Storage,7/31/2040 23:59,3317944,Powell,Storage (acre-ft),2040,July
5,5,Powell.Storage,8/31/2040 23:59,3085441,Powell,Storage (acre-ft),2040,August
5,5,Powell.Storage,9/30/2040 23:59,2911542,Powell,Storage (acre-ft),2040,September
5,5,Powell.Storage,10/31/2040 23:59,2562974,Powell,Storage (acre-ft),2040,October
5,5,Powell.Storage,11/30/2040 23:59,2266282,Powell,Storage (acre-ft),2040,November
5,5,Powell.Storage,12/31/2040 23:59,1885896,Powell,Storage (acre-ft),2040,December
5,5,Powell.Storage,1/31/2041 23:59,1505546,Powell,Storage (acre-ft),2041,January
5,5,Powell.Storage,2/28/2041 23:59,1236499,Powell,Storage (acre-ft),2041,February
5,5,Powell.Storage,3/31/2041 23:59,1002597,Powell,Storage (acre-ft),2041,March
5,5,Powell.Storage,4/30/2041 23:59,881515,Powell,Storage (acre-ft),2041,April
5,5,Powell.Storage,5/31/2041 23:59,1294018,Powell,Storage (acre-ft),2041,May
5,5,Powell.Storage,6/30/2041 23:59,1752867,Powell,Storage (acre-ft),2041,June
5,5,Powell.Storage,7/31/2041 23:59,1540421,Powell,Storage (acre-ft),2041,July
5,5,Powell.Storage,8/31/2041 23:59,1343795,Powell,Storage (acre-ft),2041,August
5,5,Powell.Storage,9/30/2041 23:59,1521667,Powell,Storage (acre-ft),2041,September
5,5,Powell.Storage,10/31/2041 23:59,1340896,Powell,Storage (acre-ft),2041,October
5,5,Powell.Storage,11/30/2041 23:59,1230905,Powell,Storage (acre-ft),2041,November
5,5,Powell.Storage,12/31/2041 23:59,1049902,Powell,Storage (acre-ft),2041,December
5,5,Powell.Storage,1/31/2042 23:59,938073,Powell,Storage (acre-ft),2042,January
5,5,Powell.Storage,2/28/2042 23:59,892944,Powell,Storage (acre-ft),2042,February
5,5,Powell.Storage,3/31/2042 23:59,858664,Powell,Storage (acre-ft),2042,March
5,5,Powell.Storage,4/30/2042 23:59,922407,Powell,Storage (acre-ft),2042,April
5,5,Powell.Storage,5/31/2042 23:59,1753030,Powell,Storage (acre-ft),2042,May
5,5,Powell.Storage,6/30/2042 23:59,3115067,Powell,Storage (acre-ft),2042,June
5,5,Powell.Storage,7/31/2042 23:59,2968741,Powell,Storage (acre-ft),2042,July
5,5,Powell.Storage,8/31/2042 23:59,2549081,Powell,Storage (acre-ft),2042,August
5,5,Powell.Storage,9/30/2042 23:59,2333590,Powell,Storage (acre-ft),2042,September
5,5,Powell.Storage,10/31/2042 23:59,2168686,Powell,Storage (acre-ft),2042,October
5,5,Powell.Storage,11/30/2042 23:59,1939557,Powell,Storage (acre-ft),2042,November
5,5,Powell.Storage,12/31/2042 23:59,1646472,Powell,Storage (acre-ft),2042,December
5,5,Powell.Storage,1/31/2043 23:59,1391081,Powell,Storage (acre-ft),2043,January
5,5,Powell.Storage,2/28/2043 23:59,1218384,Powell,Storage (acre-ft),2043,February
5,5,Powell.Storage,3/31/2043 23:59,1092654,Powell,Storage (acre-ft),2043,March
5,5,Powell.Storage,4/30/2043 23:59,1072140,Powell,Storage (acre-ft),2043,April
5,5,Powell.Storage,5/31/2043 23:59,2058618,Powell,Storage (acre-ft),2043,May
5,5,Powell.Storage,6/30/2043 23:59,3466727,Powell,Storage (acre-ft),2043,June
5,5,Powell.Storage,7/31/2043 23:59,3327570,Powell,Storage (acre-ft),2043,July
5,5,Powell.Storage,8/31/2043 23:59,2888324,Powell,Storage (acre-ft),2043,August
5,5,Powell.Storage,9/30/2043 23:59,2579385,Powell,Storage (acre-ft),2043,September
5,5,Powell.Storage,10/31/2043 23:59,2433121,Powell,Storage (acre-ft),2043,October
5,5,Powell.Storage,11/30/2043 23:59,2216217,Powell,Storage (acre-ft),2043,November
5,5,Powell.Storage,12/31/2043 23:59,1931624,Powell,Storage (acre-ft),2043,December
5,5,Powell.Storage,1/31/2044 23:59,1589118,Powell,Storage (acre-ft),2044,January
5,5,Powell.Storage,2/29/2044 23:59,1303663,Powell,Storage (acre-ft),2044,February
5,5,Powell.Storage,3/31/2044 23:59,1158696,Powell,Storage (acre-ft),2044,March
5,5,Powell.Storage,4/30/2044 23:59,1089042,Powell,Storage (acre-ft),2044,April
5,5,Powell.Storage,5/31/2044 23:59,1580684,Powell,Storage (acre-ft),2044,May
5,5,Powell.Storage,6/30/2044 23:59,2203529,Powell,Storage (acre-ft),2044,June
5,5,Powell.Storage,7/31/2044 23:59,1971800,Powell,Storage (acre-ft),2044,July
5,5,Powell.Storage,8/31/2044 23:59,1598635,Powell,Storage (acre-ft),2044,August
5,5,Powell.Storage,9/30/2044 23:59,1295937,Powell,Storage (acre-ft),2044,September
5,5,Powell.Storage,10/31/2044 23:59,1045617,Powell,Storage (acre-ft),2044,October
5,5,Powell.Storage,11/30/2044 23:59,908669,Powell,Storage (acre-ft),2044,November
5,5,Powell.Storage,12/31/2044 23:59,757499,Powell,Storage (acre-ft),2044,December
5,5,Powell.Storage,1/31/2045 23:59,674513,Powell,Storage (acre-ft),2045,January
5,5,Powell.Storage,2/28/2045 23:59,615349,Powell,Storage (acre-ft),2045,February
5,5,Powell.Storage,3/31/2045 23:59,604834,Powell,Storage (acre-ft),2045,March
5,5,Powell.Storage,4/30/2045 23:59,656076,Powell,Storage (acre-ft),2045,April
5,5,Powell.Storage,5/31/2045 23:59,780622,Powell,Storage (acre-ft),2045,May
5,5,Powell.Storage,6/30/2045 23:59,832651,Powell,Storage (acre-ft),2045,June
5,5,Powell.Storage,7/31/2045 23:59,689606,Powell,Storage (acre-ft),2045,July
5,5,Powell.Storage,8/31/2045 23:59,606443,Powell,Storage (acre-ft),2045,August
5,5,Powell.Storage,9/30/2045 23:59,732158,Powell,Storage (acre-ft),2045,September
5,5,Powell.Storage,10/31/2045 23:59,686766,Powell,Storage (acre-ft),2045,October
5,5,Powell.Storage,11/30/2045 23:59,721063,Powell,Storage (acre-ft),2045,November
5,5,Powell.Storage,12/31/2045 23:59,665991,Powell,Storage (acre-ft),2045,December
5,5,Powell.Storage,1/31/2046 23:59,633102,Powell,Storage (acre-ft),2046,January
5,5,Powell.Storage,2/28/2046 23:59,626057,Powell,Storage (acre-ft),2046,February
5,5,Powell.Storage,3/31/2046 23:59,669360,Powell,Storage (acre-ft),2046,March
5,5,Powell.Storage,4/30/2046 23:59,708068,Powell,Storage (acre-ft),2046,April
5,5,Powell.Storage,5/31/2046 23:59,1278521,Powell,Storage (acre-ft),2046,May
5,5,Powell.Storage,6/30/2046 23:59,1836773,Powell,Storage (acre-ft),2046,June
5,5,Powell.Storage,7/31/2046 23:59,1597484,Powell,Storage (acre-ft),2046,July
5,5,Powell.Storage,8/31/2046 23:59,1287414,Powell,Storage (acre-ft),2046,August
5,5,Powell.Storage,9/30/2046 23:59,1064193,Powell,Storage (acre-ft),2046,September
5,5,Powell.Storage,10/31/2046 23:59,879117,Powell,Storage (acre-ft),2046,October
5,5,Powell.Storage,11/30/2046 23:59,790335,Powell,Storage (acre-ft),2046,November
5,5,Powell.Storage,12/31/2046 23:59,688122,Powell,Storage (acre-ft),2046,December
5,5,Powell.Storage,1/31/2047 23:59,621609,Powell,Storage (acre-ft),2047,January
5,5,Powell.Storage,2/28/2047 23:59,598542,Powell,Storage (acre-ft),2047,February
5,5,Powell.Storage,3/31/2047 23:59,579531,Powell,Storage (acre-ft),2047,March
5,5,Powell.Storage,4/30/2047 23:59,600879,Powell,Storage (acre-ft),2047,April
5,5,Powell.Storage,5/31/2047 23:59,1019751,Powell,Storage (acre-ft),2047,May
5,5,Powell.Storage,6/30/2047 23:59,1428905,Powell,Storage (acre-ft),2047,June
5,5,Powell.Storage,7/31/2047 23:59,1219627,Powell,Storage (acre-ft),2047,July
5,5,Powell.Storage,8/31/2047 23:59,1093926,Powell,Storage (acre-ft),2047,August
5,5,Powell.Storage,9/30/2047 23:59,1326279,Powell,Storage (acre-ft),2047,September
5,5,Powell.Storage,10/31/2047 23:59,1197321,Powell,Storage (acre-ft),2047,October
5,5,Powell.Storage,11/30/2047 23:59,1133591,Powell,Storage (acre-ft),2047,November
5,5,Powell.Storage,12/31/2047 23:59,961708,Powell,Storage (acre-ft),2047,December
5,5,Powell.Storage,1/31/2048 23:59,1055107,Powell,Storage (acre-ft),2048,January
5,5,Powell.Storage,2/29/2048 23:59,1014580,Powell,Storage (acre-ft),2048,February
5,5,Powell.Storage,3/31/2048 23:59,972657,Powell,Storage (acre-ft),2048,March
5,5,Powell.Storage,4/30/2048 23:59,1195989,Powell,Storage (acre-ft),2048,April
5,5,Powell.Storage,5/31/2048 23:59,2656566,Powell,Storage (acre-ft),2048,May
5,5,Powell.Storage,6/30/2048 23:59,4250170,Powell,Storage (acre-ft),2048,June
5,5,Powell.Storage,7/31/2048 23:59,4131489,Powell,Storage (acre-ft),2048,July
5,5,Powell.Storage,8/31/2048 23:59,3735844,Powell,Storage (acre-ft),2048,August
5,5,Powell.Storage,9/30/2048 23:59,3283675,Powell,Storage (acre-ft),2048,September
5,5,Powell.Storage,10/31/2048 23:59,3226980,Powell,Storage (acre-ft),2048,October
5,5,Powell.Storage,11/30/2048 23:59,3089621,Powell,Storage (acre-ft),2048,November
5,5,Powell.Storage,12/31/2048 23:59,2839548,Powell,Storage (acre-ft),2048,December
5,5,Powell.Storage,1/31/2049 23:59,2345694,Powell,Storage (acre-ft),2049,January
5,5,Powell.Storage,2/28/2049 23:59,1920571,Powell,Storage (acre-ft),2049,February
5,5,Powell.Storage,3/31/2049 23:59,1658205,Powell,Storage (acre-ft),2049,March
5,5,Powell.Storage,4/30/2049 23:59,1486635,Powell,Storage (acre-ft),2049,April
5,5,Powell.Storage,5/31/2049 23:59,1818443,Powell,Storage (acre-ft),2049,May
5,5,Powell.Storage,6/30/2049 23:59,2834630,Powell,Storage (acre-ft),2049,June
5,5,Powell.Storage,7/31/2049 23:59,2627342,Powell,Storage (acre-ft),2049,July
5,5,Powell.Storage,8/31/2049 23:59,2180462,Powell,Storage (acre-ft),2049,August
5,5,Powell.Storage,9/30/2049 23:59,1916298,Powell,Storage (acre-ft),2049,September
5,5,Powell.Storage,10/31/2049 23:59,1625209,Powell,Storage (acre-ft),2049,October
5,5,Powell.Storage,11/30/2049 23:59,1408146,Powell,Storage (acre-ft),2049,November
5,5,Powell.Storage,12/31/2049 23:59,1211240,Powell,Storage (acre-ft),2049,December
5,5,Powell.Storage,1/31/2050 23:59,997170,Powell,Storage (acre-ft),2050,January
5,5,Powell.Storage,2/28/2050 23:59,878379,Powell,Storage (acre-ft),2050,February
5,5,Powell.Storage,3/31/2050 23:59,894911,Powell,Storage (acre-ft),2050,March
5,5,Powell.Storage,4/30/2050 23:59,1103730,Powell,Storage (acre-ft),2050,April
5,5,Powell.Storage,5/31/2050 23:59,2263270,Powell,Storage (acre-ft),2050,May
5,5,Powell.Storage,6/30/2050 23:59,4956864,Powell,Storage (acre-ft),2050,June
5,5,Powell.Storage,7/31/2050 23:59,6264875,Powell,Storage (acre-ft),2050,July
5,5,Powell.Storage,8/31/2050 23:59,5688248,Powell,Storage (acre-ft),2050,August
5,5,Powell.Storage,9/30/2050 23:59,5217956,Powell,Storage (acre-ft),2050,September
5,5,Powell.Storage,10/31/2050 23:59,5195049,Powell,Storage (acre-ft),2050,October
5,5,Powell.Storage,11/30/2050 23:59,5116801,Powell,Storage (acre-ft),2050,November
5,5,Powell.Storage,12/31/2050 23:59,4873931,Powell,Storage (acre-ft),2050,December
5,5,Powell.Storage,1/31/2051 23:59,4485064,Powell,Storage (acre-ft),2051,January
5,5,Powell.Storage,2/28/2051 23:59,4088177,Powell,Storage (acre-ft),2051,February
5,5,Powell.Storage,3/31/2051 23:59,3765262,Powell,Storage (acre-ft),2051,March
5,5,Powell.Storage,4/30/2051 23:59,3838259,Powell,Storage (acre-ft),2051,April
5,5,Powell.Storage,5/31/2051 23:59,4766653,Powell,Storage (acre-ft),2051,May
5,5,Powell.Storage,6/30/2051 23:59,5262749,Powell,Storage (acre-ft),2051,June
5,5,Powell.Storage,7/31/2051 23:59,4880186,Powell,Storage (acre-ft),2051,July
5,5,Powell.Storage,8/31/2051 23:59,4316540,Powell,Storage (acre-ft),2051,August
5,5,Powell.Storage,9/30/2051 23:59,3939185,Powell,Storage (acre-ft),2051,September
5,5,Powell.Storage,10/31/2051 23:59,4463495,Powell,Storage (acre-ft),2051,October
5,5,Powell.Storage,11/30/2051 23:59,4308642,Powell,Storage (acre-ft),2051,November
5,5,Powell.Storage,12/31/2051 23:59,4057009,Powell,Storage (acre-ft),2051,December
5,5,Powell.Storage,1/31/2052 23:59,3568353,Powell,Storage (acre-ft),2052,January
5,5,Powell.Storage,2/29/2052 23:59,3145601,Powell,Storage (acre-ft),2052,February
5,5,Powell.Storage,3/31/2052 23:59,2845297,Powell,Storage (acre-ft),2052,March
5,5,Powell.Storage,4/30/2052 23:59,2803923,Powell,Storage (acre-ft),2052,April
5,5,Powell.Storage,5/31/2052 23:59,3509260,Powell,Storage (acre-ft),2052,May
5,5,Powell.Storage,6/30/2052 23:59,3855575,Powell,Storage (acre-ft),2052,June
5,5,Powell.Storage,7/31/2052 23:59,3550991,Powell,Storage (acre-ft),2052,July
5,5,Powell.Storage,8/31/2052 23:59,3119324,Powell,Storage (acre-ft),2052,August
5,5,Powell.Storage,9/30/2052 23:59,2653265,Powell,Storage (acre-ft),2052,September
5,5,Powell.Storage,10/31/2052 23:59,2482431,Powell,Storage (acre-ft),2052,October
5,5,Powell.Storage,11/30/2052 23:59,2255348,Powell,Storage (acre-ft),2052,November
5,5,Powell.Storage,12/31/2052 23:59,1973315,Powell,Storage (acre-ft),2052,December
5,5,Powell.Storage,1/31/2053 23:59,1626374,Powell,Storage (acre-ft),2053,January
5,5,Powell.Storage,2/28/2053 23:59,1411465,Powell,Storage (acre-ft),2053,February
5,5,Powell.Storage,3/31/2053 23:59,1306737,Powell,Storage (acre-ft),2053,March
5,5,Powell.Storage,4/30/2053 23:59,1307338,Powell,Storage (acre-ft),2053,April
5,5,Powell.Storage,5/31/2053 23:59,1860794,Powell,Storage (acre-ft),2053,May
5,5,Powell.Storage,6/30/2053 23:59,2104293,Powell,Storage (acre-ft),2053,June
5,5,Powell.Storage,7/31/2053 23:59,1875926,Powell,Storage (acre-ft),2053,July
5,5,Powell.Storage,8/31/2053 23:59,1703947,Powell,Storage (acre-ft),2053,August
5,5,Powell.Storage,9/30/2053 23:59,1576536,Powell,Storage (acre-ft),2053,September
5,5,Powell.Storage,10/31/2053 23:59,1464946,Powell,Storage (acre-ft),2053,October
5,5,Powell.Storage,11/30/2053 23:59,1322210,Powell,Storage (acre-ft),2053,November
5,5,Powell.Storage,12/31/2053 23:59,1186782,Powell,Storage (acre-ft),2053,December
5,5,Powell.Storage,1/31/2054 23:59,949249,Powell,Storage (acre-ft),2054,January
5,5,Powell.Storage,2/28/2054 23:59,820202,Powell,Storage (acre-ft),2054,February
5,5,Powell.Storage,3/31/2054 23:59,722276,Powell,Storage (acre-ft),2054,March
5,5,Powell.Storage,4/30/2054 23:59,696730,Powell,Storage (acre-ft),2054,April
5,5,Powell.Storage,5/31/2054 23:59,1043464,Powell,Storage (acre-ft),2054,May
5,5,Powell.Storage,6/30/2054 23:59,1421879,Powell,Storage (acre-ft),2054,June
5,5,Powell.Storage,7/31/2054 23:59,1223550,Powell,Storage (acre-ft),2054,July
5,5,Powell.Storage,8/31/2054 23:59,1090706,Powell,Storage (acre-ft),2054,August
5,5,Powell.Storage,9/30/2054 23:59,1302538,Powell,Storage (acre-ft),2054,September
5,5,Powell.Storage,10/31/2054 23:59,1183496,Powell,Storage (acre-ft),2054,October
5,5,Powell.Storage,11/30/2054 23:59,1145420,Powell,Storage (acre-ft),2054,November
5,5,Powell.Storage,12/31/2054 23:59,995246,Powell,Storage (acre-ft),2054,December
5,5,Powell.Storage,1/31/2055 23:59,913482,Powell,Storage (acre-ft),2055,January
5,5,Powell.Storage,2/28/2055 23:59,905065,Powell,Storage (acre-ft),2055,February
5,5,Powell.Storage,3/31/2055 23:59,838558,Powell,Storage (acre-ft),2055,March
5,5,Powell.Storage,4/30/2055 23:59,846418,Powell,Storage (acre-ft),2055,April
5,5,Powell.Storage,5/31/2055 23:59,1358077,Powell,Storage (acre-ft),2055,May
5,5,Powell.Storage,6/30/2055 23:59,2977523,Powell,Storage (acre-ft),2055,June
5,5,Powell.Storage,7/31/2055 23:59,2930183,Powell,Storage (acre-ft),2055,July
5,5,Powell.Storage,8/31/2055 23:59,2554640,Powell,Storage (acre-ft),2055,August
5,5,Powell.Storage,9/30/2055 23:59,2270738,Powell,Storage (acre-ft),2055,September
5,5,Powell.Storage,10/31/2055 23:59,2217940,Powell,Storage (acre-ft),2055,October
5,5,Powell.Storage,11/30/2055 23:59,2059544,Powell,Storage (acre-ft),2055,November
5,5,Powell.Storage,12/31/2055 23:59,1769029,Powell,Storage (acre-ft),2055,December
5,5,Powell.Storage,1/31/2056 23:59,1575968,Powell,Storage (acre-ft),2056,January
5,5,Powell.Storage,2/29/2056 23:59,1479957,Powell,Storage (acre-ft),2056,February
5,5,Powell.Storage,3/31/2056 23:59,1403241,Powell,Storage (acre-ft),2056,March
5,5,Powell.Storage,4/30/2056 23:59,1932929,Powell,Storage (acre-ft),2056,April
5,5,Powell.Storage,5/31/2056 23:59,3540485,Powell,Storage (acre-ft),2056,May
5,5,Powell.Storage,6/30/2056 23:59,4808618,Powell,Storage (acre-ft),2056,June
5,5,Powell.Storage,7/31/2056 23:59,4520359,Powell,Storage (acre-ft),2056,July
5,5,Powell.Storage,8/31/2056 23:59,3974638,Powell,Storage (acre-ft),2056,August
5,5,Powell.Storage,9/30/2056 23:59,3553478,Powell,Storage (acre-ft),2056,September
5,5,Powell.Storage,10/31/2056 23:59,3439666,Powell,Storage (acre-ft),2056,October
5,5,Powell.Storage,11/30/2056 23:59,3262159,Powell,Storage (acre-ft),2056,November
5,5,Powell.Storage,12/31/2056 23:59,2988359,Powell,Storage (acre-ft),2056,December
5,5,Powell.Storage,1/31/2057 23:59,2655290,Powell,Storage (acre-ft),2057,January
5,5,Powell.Storage,2/28/2057 23:59,2404289,Powell,Storage (acre-ft),2057,February
5,5,Powell.Storage,3/31/2057 23:59,2327377,Powell,Storage (acre-ft),2057,March
5,5,Powell.Storage,4/30/2057 23:59,2759169,Powell,Storage (acre-ft),2057,April
5,5,Powell.Storage,5/31/2057 23:59,4300408,Powell,Storage (acre-ft),2057,May
5,5,Powell.Storage,6/30/2057 23:59,5694520,Powell,Storage (acre-ft),2057,June
5,5,Powell.Storage,7/31/2057 23:59,5563354,Powell,Storage (acre-ft),2057,July
5,5,Powell.Storage,8/31/2057 23:59,5186671,Powell,Storage (acre-ft),2057,August
5,5,Powell.Storage,9/30/2057 23:59,4834692,Powell,Storage (acre-ft),2057,September
5,5,Powell.Storage,10/31/2057 23:59,4722474,Powell,Storage (acre-ft),2057,October
5,5,Powell.Storage,11/30/2057 23:59,4540081,Powell,Storage (acre-ft),2057,November
5,5,Powell.Storage,12/31/2057 23:59,4257341,Powell,Storage (acre-ft),2057,December
5,5,Powell.Storage,1/31/2058 23:59,3754548,Powell,Storage (acre-ft),2058,January
5,5,Powell.Storage,2/28/2058 23:59,3309342,Powell,Storage (acre-ft),2058,February
5,5,Powell.Storage,3/31/2058 23:59,3046508,Powell,Storage (acre-ft),2058,March
5,5,Powell.Storage,4/30/2058 23:59,3199626,Powell,Storage (acre-ft),2058,April
5,5,Powell.Storage,5/31/2058 23:59,4768931,Powell,Storage (acre-ft),2058,May
5,5,Powell.Storage,6/30/2058 23:59,7448995,Powell,Storage (acre-ft),2058,June
5,5,Powell.Storage,7/31/2058 23:59,8584175,Powell,Storage (acre-ft),2058,July
5,5,Powell.Storage,8/31/2058 23:59,8352662,Powell,Storage (acre-ft),2058,August
5,5,Powell.Storage,9/30/2058 23:59,8048666,Powell,Storage (acre-ft),2058,September
5,5,Powell.Storage,10/31/2058 23:59,7827214,Powell,Storage (acre-ft),2058,October
5,5,Powell.Storage,11/30/2058 23:59,7651487,Powell,Storage (acre-ft),2058,November
5,5,Powell.Storage,12/31/2058 23:59,7401668,Powell,Storage (acre-ft),2058,December
5,5,Powell.Storage,1/31/2059 23:59,6987999,Powell,Storage (acre-ft),2059,January
5,5,Powell.Storage,2/28/2059 23:59,6609725,Powell,Storage (acre-ft),2059,February
5,5,Powell.Storage,3/31/2059 23:59,6331401,Powell,Storage (acre-ft),2059,March
5,5,Powell.Storage,4/30/2059 23:59,6323468,Powell,Storage (acre-ft),2059,April
5,5,Powell.Storage,5/31/2059 23:59,7786617,Powell,Storage (acre-ft),2059,May
5,5,Powell.Storage,6/30/2059 23:59,11137759,Powell,Storage (acre-ft),2059,June
5,5,Powell.Storage,7/31/2059 23:59,13210847,Powell,Storage (acre-ft),2059,July
5,5,Powell.Storage,8/31/2059 23:59,13266300,Powell,Storage (acre-ft),2059,August
5,5,Powell.Storage,9/30/2059 23:59,13270568,Powell,Storage (acre-ft),2059,September
5,5,Powell.Storage,10/31/2059 23:59,13203983,Powell,Storage (acre-ft),2059,October
5,5,Powell.Storage,11/30/2059 23:59,13086484,Powell,Storage (acre-ft),2059,November
5,5,Powell.Storage,12/31/2059 23:59,12822461,Powell,Storage (acre-ft),2059,December
5,5,Powell.Storage,1/31/2060 23:59,12376743,Powell,Storage (acre-ft),2060,January
5,5,Powell.Storage,2/29/2060 23:59,12009891,Powell,Storage (acre-ft),2060,February
5,5,Powell.Storage,3/31/2060 23:59,11675091,Powell,Storage (acre-ft),2060,March
5,5,Powell.Storage,4/30/2060 23:59,11406698,Powell,Storage (acre-ft),2060,April
5,5,Powell.Storage,5/31/2060 23:59,11782934,Powell,Storage (acre-ft),2060,May
5,5,Powell.Storage,6/30/2060 23:59,12116560,Powell,Storage (acre-ft),2060,June
5,5,Powell.Storage,7/31/2060 23:59,11698217,Powell,Storage (acre-ft),2060,July
5,5,Powell.Storage,8/31/2060 23:59,11042742,Powell,Storage (acre-ft),2060,August
5,5,Powell.Storage,9/30/2060 23:59,10602705,Powell,Storage (acre-ft),2060,September
5,5,Powell.Storage,10/31/2060 23:59,10222300,Powell,Storage (acre-ft),2060,October
5,5,Powell.Storage,11/30/2060 23:59,9875028,Powell,Storage (acre-ft),2060,November
5,5,Powell.Storage,12/31/2060 23:59,9411744,Powell,Storage (acre-ft),2060,December
5,5,Mead.Storage,1/31/2024 23:59,8939180,Mead,Storage (acre-ft),2024,January
5,5,Mead.Storage,2/29/2024 23:59,8934947,Mead,Storage (acre-ft),2024,February
5,5,Mead.Storage,3/31/2024 23:59,8945047,Mead,Storage (acre-ft),2024,March
5,5,Mead.Storage,4/30/2024 23:59,8765077,Mead,Storage (acre-ft),2024,April
5,5,Mead.Storage,5/31/2024 23:59,8570761,Mead,Storage (acre-ft),2024,May
5,5,Mead.Storage,6/30/2024 23:59,8339077,Mead,Storage (acre-ft),2024,June
5,5,Mead.Storage,7/31/2024 23:59,8237422,Mead,Storage (acre-ft),2024,July
5,5,Mead.Storage,8/31/2024 23:59,8182396,Mead,Storage (acre-ft),2024,August
5,5,Mead.Storage,9/30/2024 23:59,8103201,Mead,Storage (acre-ft),2024,September
5,5,Mead.Storage,10/31/2024 23:59,8263544,Mead,Storage (acre-ft),2024,October
5,5,Mead.Storage,11/30/2024 23:59,8306592,Mead,Storage (acre-ft),2024,November
5,5,Mead.Storage,12/31/2024 23:59,8468012,Mead,Storage (acre-ft),2024,December
5,5,Mead.Storage,1/31/2025 23:59,8443321,Mead,Storage (acre-ft),2025,January
5,5,Mead.Storage,2/28/2025 23:59,8369716,Mead,Storage (acre-ft),2025,February
5,5,Mead.Storage,3/31/2025 23:59,8107953,Mead,Storage (acre-ft),2025,March
5,5,Mead.Storage,4/30/2025 23:59,7787285,Mead,Storage (acre-ft),2025,April
5,5,Mead.Storage,5/31/2025 23:59,7508438,Mead,Storage (acre-ft),2025,May
5,5,Mead.Storage,6/30/2025 23:59,7206401,Mead,Storage (acre-ft),2025,June
5,5,Mead.Storage,7/31/2025 23:59,7056844,Mead,Storage (acre-ft),2025,July
5,5,Mead.Storage,8/31/2025 23:59,7042828,Mead,Storage (acre-ft),2025,August
5,5,Mead.Storage,9/30/2025 23:59,7043501,Mead,Storage (acre-ft),2025,September
5,5,Mead.Storage,10/31/2025 23:59,7387779,Mead,Storage (acre-ft),2025,October
5,5,Mead.Storage,11/30/2025 23:59,7599108,Mead,Storage (acre-ft),2025,November
5,5,Mead.Storage,12/31/2025 23:59,7775059,Mead,Storage (acre-ft),2025,December
5,5,Mead.Storage,1/31/2026 23:59,7746366,Mead,Storage (acre-ft),2026,January
5,5,Mead.Storage,2/28/2026 23:59,7666491,Mead,Storage (acre-ft),2026,February
5,5,Mead.Storage,3/31/2026 23:59,7395862,Mead,Storage (acre-ft),2026,March
5,5,Mead.Storage,4/30/2026 23:59,7073972,Mead,Storage (acre-ft),2026,April
5,5,Mead.Storage,5/31/2026 23:59,6783694,Mead,Storage (acre-ft),2026,May
5,5,Mead.Storage,6/30/2026 23:59,6467256,Mead,Storage (acre-ft),2026,June
